source,target
YKL137W,YGR124W
YKR059W,YLR309C
YHR149C,YLR448W
YKL060C,YBR288C
YOL038W,YPL144W
YBR101C,YHL021C
YNL191W,YPL249C
YBR288C,YLR044C
YBR288C,YLR180W
YCL038C,YER081W
YER043C,YLR309C
YFR021W,YFR040W
YFR051C,YLR180W
YER081W,YBR168W
YER081W,YBR241C
YER081W,YDR343C
YER081W,YOR222W
YBR018C,YGL137W
YBR018C,YOL062C
YJL137C,YMR212C
YPL179W,YIL068C
YDL225W,YLR044C
YER008C,YMR304W
YFR024C-A,YMR304W
YGL137W,YKR046C
YGL137W,YLR180W
YGL099W,YFR031C-A
YIL035C,YGL104C
YKL182W,YMR026C
YKL182W,YDL213C
YGR119C,YKL103C
YMR009W,YDR384C
YMR009W,YCL038C
YLR090W,YBR162W-A
YJR005W,YLR014C
YJR005W,YDR351W
YJR005W,YPL248C
YER113C,YGR123C
YLL014W,YPR133W-A
YMR117C,YDL171C
YMR117C,YJR009C
YMR117C,YJL052W
YDR170C,YFR044C
YHR178W,YCL038C
YOR351C,YGL206C
YHR041C,YLR309C
YDR216W,YDL145C
YPR086W,YOR049C
YPR086W,YMR305C
YPR086W,YGL145W
YOR210W,YHL021C
YLR291C,YJR132W
YKL135C,YBR084W
YPL259C,YKL010C
YPL259C,YLR328W
YPL259C,YJR009C
YPL259C,YJL052W
YDR099W,YDL145C
YDR099W,YGL137W
YOL139C,YNL093W
YDL017W,YDR032C
YMR211W,YDR510W
YMR094W,YBR196C
YJR091C,YOR197W
YJR091C,YMR052W
YOR375C,YDL145C
YGL166W,YJL154C
YOL133W,YBR078W
YKR048C,YBR203W
YKR048C,YIL094C
YDR532C,YKL194C
YKL103C,YAL034W-A
YKL103C,YDR142C
YKL103C,YGL206C
YJR131W,YLR083C
YPL211W,YAL007C
YMR153W,YOL065C
YMR153W,YER026C
YGL044C,YNL044W
YDR142C,YLR105C
YDR142C,YJR139C
YDR142C,YNL071W
YDR142C,YJL052W
YDR142C,YJL130C
YGR239C,YMR267W
YNL201C,YGL054C
YLR238W,YBL099W
YGL229C,YPR040W
YGL229C,YMR047C
YBR196C,YDL213C
YPR040W,YOR075W
YPR040W,YJL098W
YNL287W,YBR281C
YDR508C,YOR123C
YNL012W,YJR077C
YHR014W,YFR053C
YHR014W,YKL152C
YPR048W,YLR292C
YGL104C,YBR159W
YGL104C,YDR331W
YGL104C,YPL076W
YGL104C,YPL175W
YOR292C,YML069W
YER079W,YKL002W
YGR049W,YDL059C
YDR200C,YKL152C
YDL203C,YGR058W
YHR122W,YDL210W
YDR326C,YJR035W
YBL102W,YLR083C
YJR009C,YGL137W
YNL093W,YER165W
YER031C,YDL059C
YNL044W,YLR265C
YDR468C,YBR159W
YDL059C,YGL137W
YGL206C,YIL094C
YGL206C,YHR082C
YGL206C,YDL200C
YGL206C,YOR386W
YGL206C,YDR075W
YGL206C,YER075C
YLR263W,YLR064W
YGR218W,YLL060C
YJL005W,YGR233C
YMR047C,YMR152W
YJL187C,YDL145C
YPR080W,YLR074C
YPR080W,YOR197W
YGR167W,YOR028C
YGL022W,YBR054W
YLR438C-A,YDL240W
YEL002C,YAL007C
YOR147W,YFR003C
YDL145C,YBL056W
YDL145C,YBR072W
YBR044C,YDL093W
YGL008C,YDR365C
YMR257C,YOR197W
YOR197W,YGR166W
YOR197W,YDR238C
YOR197W,YGL137W
YOR197W,YIL076W
YKL057C,YER086W
YJR010C-A,YBR054W
YGR060W,YAL007C
YJR070C,YGL137W
YMR179W,YNL003C
YPR079W,YNL194C
YER049W,YGL137W
YMR192W,YPR154W
YLR295C,YLR083C
YLR295C,YHR127W
YOR049C,YFR049W
YML132W,YBR054W
YML132W,YBR159W
YLR141W,YPL224C
YBR286W,YGL100W
YBR072W,YOL062C
YBR072W,YGL137W
YPL076W,YEL063C
YPL076W,YAL007C
YLR372W,YBR054W
YEL066W,YPL112C
YHR026W,YAL007C
YEL063C,YPL139C
YEL063C,YCL052C
YKL146W,YKL008C
YDR456W,YDR034C
YIL094C,YGL137W
YCR034W,YJR161C
YBR054W,YDR190C
YBR054W,YBR159W
YBR054W,YCL038C
YBR054W,YHR072W
YBR054W,YKR039W
YBR054W,YNL048W
YGL100W,YHR183W
YLR453C,YIL039W
YJR010W,YHR156C
YJL052W,YGL137W
YLR301W,YJR105W
YNL141W,YGR142W
YKL006C-A,YBR203W
YNL070W,YHR007C
YGL223C,YDR034C
YHL003C,YNL101W
YMR290C,YAL007C
YMR104C,YIL023C
YKL029C,YGL137W
YMR152W,YHR137W
YCL039W,YDR342C
YDR384C,YBR199W
YML048W,YLR083C
YNR001C,YLR074C
YNR001C,YGL137W
YER064C,YPR125W
YDR087C,YAL007C
YLR083C,YBR159W
YLR083C,YBR293W
YKL060C,YOL062C
YLR074C,YNL038W
YLR074C,YIL070C
YLR074C,YKL085W
YLR074C,YKL081W
YLR074C,YDR036C
YLR074C,YGL068W
YIL027C,YPR133W-A
YDL044C,YLL051C
YDL128W,YER005W
YCL045C,YPR133W-A
YDR034C,YDR342C
YDR342C,YER048C
YFR051C,YKR067W
YNL006W,YKL152C
YER026C,YNL101W
YLR309C,YHR183W
YAL007C,YDR101C
YAL007C,YBR036C
YAL007C,YBR183W
YAL007C,YNL130C
YDL047W,YNL101W
YKL152C,YGL137W
YGL137W,YKR067W
YGL137W,YDL200C
YGL137W,YPL061W
YGL137W,YLR044C
YNL101W,YBR183W
YNL101W,YHR007C
YBR036C,YMR306W
YBR159W,YJR161C
YLR018C,YBR183W
YBR183W,YFL048C
YJR088C,YPR133W-A
YPR133W-A,YGL231C
YDR170C,YDL052C
YOR269W,YJL052W
YLL050C,YMR059W
YJR076C,YCL043C
YML102W,YDL099W
YHR172W,YPR086W
YHR172W,YJR091C
YJL203W,YDR170C
YJL203W,YOL091W
YJL203W,YHR114W
YDR477W,YDR170C
YIL061C,YAL047C
YIL061C,YPL215W
YJR022W,YDR135C
YJR022W,YJL004C
YLR116W,YMR065W
YLR116W,YBR172C
YBR172C,YKL074C
YDR170C,YLR263W
YDR170C,YER100W
YDR170C,YBR142W
YDR170C,YOR136W
YER029C,YLR220W
YOR017W,YDL213C
YHR197W,YCL014W
YCR088W,YNL071W
YDR388W,YMR287C
YDR388W,YDR362C
YDR388W,YIL128W
YNL138W,YHR070W
YLL050C,YNL071W
YOR181W,YNL071W
YDR129C,YBR055C
YHR041C,YBR179C
YER022W,YNL084C
YPR086W,YPL094C
YPR086W,YPL051W
YPR086W,YOR079C
YPR086W,YOR045W
YPR086W,YJR065C
YPR086W,YFL038C
YPR086W,YER154W
YPR086W,YCL014W
YML085C,YER100W
YGL070C,YFL038C
YDL226C,YBL098W
YDL226C,YPR183W
YGL127C,YDR084C
YPL259C,YNL308C
YPL259C,YLR196W
YMR094W,YLL052C
YMR094W,YDL192W
YJR091C,YKR037C
YJR091C,YOR189W
YJR091C,YLR009W
YJR091C,YCL014W
YML038C,YLR453C
YLR288C,YHR175W
YGL170C,YFL009W
YMR153W,YML064C
YGL044C,YDR084C
YGL044C,YGR004W
YDR201W,YKL179C
YNL236W,YJR034W
YML064C,YBR171W
YML064C,YBR227C
YML064C,YGL206C
YML064C,YJR077C
YDR311W,YOR089C
YER100W,YFL037W
YHR060W,YPR105C
YGR049W,YGR278W
YHR114W,YDL015C
YHR114W,YLR105C
YHR114W,YML008C
YDL239C,YML042W
YDR084C,YEL054C
YDL210W,YLR453C
YDL210W,YBR229C
YBL102W,YLR453C
YNL025C,YNL094W
YNL094W,YDR235W
YNL094W,YKL085W
YLR078C,YGL147C
YDL130W,YJL210W
YIR038C,YLR026C
YPL051W,YGL183C
YDL116W,YOR180C
YDR318W,YGR036C
YER009W,YDL202W
YLL024C,YOR060C
YOR326W,YIL070C
YGR218W,YML120C
YGR092W,YGL137W
YPL253C,YDR316W-A
YJL039C,YMR032W
YFL037W,YCR079W
YMR214W,YGL137W
YPL124W,YLR295C
YEL060C,YDL145C
YEL060C,YGL137W
YDL145C,YCR012W
YPR178W,YGR241C
YBR044C,YKL004W
YDR373W,YOR136W
YHR098C,YJR048W
YDR229W,YNL041C
YOR089C,YLR227C
YCL014W,YIL104C
YPL076W,YLR034C
YPL076W,YNL101W
YOR374W,YGL137W
YJR082C,YJR001W
YCR012W,YGL137W
YLR080W,YMR083W
YLR453C,YLR301W
YOR136W,YDL225W
YBR278W,YIL006W
YCL043C,YOL062C
YCR094W,YGL090W
YOL062C,YLR355C
YGL137W,YKL078W
YGL137W,YLR355C
YMR299C,YLR204W
R0030W,YOR351C
YHR179W,YLR074C
YML085C,YDL200C
YML085C,YAL015C
YML085C,YDR075W
YML085C,YDR143C
YJR074W,YOR185C
YER062C,YGR218W
YOR355W,YNL201C
YLR403W,YKR063C
YOR269W,YLR044C
YNR032W,YPR040W
YLR113W,YGR058W
YMR180C,YGR218W
YLR131C,YGR218W
YER165W,YLR074C
YGR218W,YHR082C
YJR132W,YDR523C
YFL037W,YDL200C
YFL037W,YAL015C
YFL037W,YCR014C
YFL037W,YDR075W
YBL056W,R0020C
YIL145C,YOR142W-A
YDR034C,YFR046C
YDR523C,R0020C
YER148W,YGL241W
YBR009C,YJR132W
YDR225W,YGL241W
YDL043C,YJL146W
YOR098C,YBL058W
YOR098C,YGL037C
YGL115W,YJL114W
YOL004W,YOR160W
YBL026W,YLR074C
YMR117C,YBR072W
YMR117C,YLR044C
YIR009W,YNL036W
YER022W,YOR197W
YPR086W,YOL111C
YPR086W,YLR457C
YOR026W,YDL193W
YDL193W,YJR132W
YGR010W,YML031W
YDR285W,YNL201C
YGR113W,YDR034C
YGR113W,YPR045C
YDR398W,YER138C
YOR375C,YGL100W
YDR098C,YGL044C
YOR185C,YER009W
YGL237C,YJR132W
YGL237C,YKL214C
YDR510W,YBL001C
YKR048C,YDR162C
YOL012C,YGL241W
YLR424W,R0040C
YNL201C,YPR101W
YHR152W,YDR267C
YHR152W,YJR148W
YER161C,YPL125W
YDR174W,YLR074C
YNR012W,YKL057C
YML007W,YGR218W
YDL213C,YKL193C
YDL116W,YGL179C
YDL116W,YCL067C
YAL041W,YMR298W
YIR017C,YJR112W
YER009W,YMR059W
YGL043W,YJR132W
YKL068W,YDR034C
YMR235C,YHR156C
YOL102C,YNL132W
YKL057C,YOR142W-A
YBL002W,YGL241W
YGL100W,YIL053W
YLR074C,YDL051W
YLR074C,YDR496C
YLR074C,YHL034C
YLR433C,YLR147C
YLR433C,YIR009W
YDL043C,YDL145C
YDL043C,YGL137W
YGR119C,YER165W
YIL061C,YBL063W
YIL061C,YHR023W
YIL061C,YER105C
YOR319W,YML085C
YOR319W,YFL037W
YOR319W,YGL206C
YBL026W,YNL287W
YBL026W,YLR039C
YER112W,YDL145C
YER112W,YDR238C
YLR116W,YJR005W
YDR386W,YNL132W
YGR074W,YLR440C
YGR120C,YOR158W
YPL259C,YNL132W
YPL259C,YCL059C
YPL259C,YOL010W
YOL149W,YGR218W
YBR055C,YCR002C
YBR055C,YPL004C
YBR055C,YGL206C
YER146W,YPL152W
YDR378C,YNL070W
YNL244C,YGL206C
YDR179C,YKR060W
YNL287W,YNL132W
YDL098C,YDR318W
YML028W,YDL195W
YKL028W,YER007C-A
YDR115W,YNL041C
YGL206C,YPR178W
YDL229W,YOL062C
YDL229W,YGL137W
YER165W,YKL068W
YER165W,YAR002W
YDL145C,YKL108W
YDL145C,YNL284C
YDL145C,YOR133W
YDL145C,YHR020W
YPR029C,YDL153C
YJR082C,YNL004W
YLL006W,YNL209W
YLR453C,YGL005C
YNL041C,YJL191W
YOR133W,YAR002W
YFR049W,YOL062C
YHR169W,YDR238C
YHR020W,YGL137W
YGL137W,YNL284C
YDR238C,YNL284C
YAL025C,YJR044C
YMR108W,YDL145C
YMR108W,YGL137W
YMR108W,YMR117C
YKL211C,YDL145C
YJR109C,YLR314C
YKL166C,YGL137W
YGL019W,YDL195W
YIL035C,YDL195W
YOR061W,YDL195W
YKL182W,YJR076C
YKL182W,YGL137W
YDR386W,YGL206C
YMR117C,YFR030W
YHR041C,YBR171W
YHR041C,YBR254C
YER022W,YBR234C
YER022W,YGR218W
YER022W,YKL143W
YER022W,YNL006W
YDR245W,YPL094C
YEL036C,YPL094C
YHR005C-A,YOL034W
YLR386W,YNL041C
YGR120C,YMR025W
YDL017W,YGL137W
YKR026C,YGL206C
YOR250C,YDL195W
YLR423C,YPR105C
YGR240C,YGL137W
YDR429C,YGL137W
YLR135W,YGR033C
YCL016C,YHR058C
YGL206C,YIL066C
YDR318W,YDL067C
YNL250W,YGL137W
YDL005C,YER157W
YMR146C,YGL137W
YOR361C,YLR039C
YDL145C,YGR254W
YDL145C,YDR171W
YHR186C,YJL008C
YDR171W,YGL137W
YJL008C,YGL137W
YDR212W,YGL137W
YPL004C,YMR059W
YIL142W,YGL137W
YER178W,YGL137W
YGR254W,YGL137W
YJL026W,YGL137W
YFR030W,YGL137W
YKL081W,YGL137W
YDR188W,YGL137W
YGL137W,YDL143W
YGL137W,YJL111W
YMR108W,YOL062C
YMR108W,YGL100W
YBR126C,YOR098C
YGL019W,YPL195W
YLR212C,YGR240C
YGR119C,YPR046W
YER105C,YBL041W
YPL016W,YBR288C
YDR131C,YML124C
YMR117C,YBR127C
YGL048C,YJR076C
YGL048C,YGL137W
YML085C,YLR291C
YML085C,YKR026C
YML085C,YGR240C
YML085C,YIL066C
YML085C,YHR188C
YPR010C,YKL135C
YOR151C,YJR076C
YOR151C,YGL137W
YLR291C,YFL037W
YLR291C,YML124C
YGR120C,YDR311W
YGR120C,YGL061C
YPL259C,YBR221C
YPL259C,YNL037C
YCR093W,YDL145C
YCR093W,YGL137W
YMR094W,YBR127C
YGL061C,YOR157C
YGL061C,YKL145W
YGL237C,YMR153W
YGL237C,YFL037W
YOL123W,YKL068W
YOL133W,YGR218W
YOL133W,YGL137W
YDR335W,YOL051W
YKR026C,YML124C
YKR026C,YFL037W
YMR153W,YGL044C
YOR269W,YGR254W
YER059W,YFL037W
YGL215W,YMR047C
YOR362C,YGL137W
YJL001W,YER145C
YDR201W,YDL147W
YDR394W,YBR211C
YDR394W,YGL137W
YDR394W,YBR288C
YDR311W,YGR033C
YDR311W,YMR294W
YBR254C,YPL235W
YJL154C,YOR272W
YKL204W,YGL137W
YCL016C,YGR020C
YNL311C,YGL206C
YGL092W,YGL060W
YGL206C,YBR082C
YBR123C,YKL068W
YDR318W,YDL181W
YGR218W,YDR062W
YKL058W,YGL016W
YOR194C,YGL016W
YPL253C,YLR378C
YOL090W,YLL006W
YCR092C,YLL006W
YDR097C,YLL006W
YFL037W,YIL066C
YDL145C,YDR190C
YDR171W,YOL062C
YJL008C,YBR288C
YOL145C,YHR012W
YFR050C,YNL253W
YKL176C,YOR080W
YPR108W,YGL137W
YPL169C,YKL025C
YPL004C,YNL230C
YJR082C,YNL051W
YOR136W,YGL137W
YNL037C,YGL137W
YBR288C,YGR254W
YBR288C,YNL071W
YPL235W,YGL137W
YOL062C,YGR254W
YNR003C,YER154W
YJR091C,YGL229C
YJR091C,YBR054W
YIL105C,YDR326C
YJR117W,YGL104C
YGL229C,YJL178C
YDR508C,YPR025C
YOR254C,YBR054W
YNR017W,YBR054W
YML042W,YMR038C
YJL180C,YLR295C
YLR295C,YMR152W
YHL021C,YGR101W
YFL018C,YHR114W
YFL018C,YDR388W
YFL018C,YCR088W
YDR148C,YDL239C
YDR148C,YHR114W
YDR148C,YDR388W
YDR148C,YDL225W
YBL026W,YML085C
YBL026W,YFL037W
YMR117C,YER025W
YDR388W,YGL060W
YDR388W,YNL037C
YDR388W,YCL064C
YLL050C,YGL195W
YML085C,YBR079C
YML085C,YNL311C
YML085C,YML112W
YML085C,YNL113W
YML085C,YOL115W
YNL113W,YFL037W
YHR061C,YKL082C
YOR269W,YAL011W
YOR368W,YNL094W
YCR009C,YGL060W
YML064C,YOR272W
YHR114W,YBL087C
YHR114W,YOR175C
YHR114W,YOR224C
YNL311C,YFL037W
YNL311C,YML124C
YBR160W,YFR046C
YML112W,YFL037W
YKR092C,YOR060C
YDR318W,YDL061C
YDR309C,YKL082C
YDR309C,YDR116C
YFL037W,YOL115W
YCL014W,YER082C
YCL014W,YBL038W
YCL014W,YGR220C
YDR365C,YJL207C
YJL061W,YLR178C
YLR178C,YFR002W
YLR178C,YGR119C
YJR091C,YAR031W
YNL279W,YDL210W
YNL279W,YDL232W
YJR117W,YAL022C
YJR117W,YEL063C
YJL058C,YLR295C
YDR508C,YBR159W
YLL028W,YNL237W
YAR031W,YDL054C
YDR372C,YDR523C
YGL051W,YDL054C
YGL051W,YBR106W
YGL051W,YKL146W
YGL051W,YNL101W
YDL210W,YBR159W
YDL149W,YKL064W
YCL063W,YLR373C
YLR268W,YNL237W
YMR047C,YNR074C
YJL002C,YEL063C
YMR149W,YDR276C
YMR149W,YOR016C
YEL002C,YDR276C
YEL002C,YOR016C
YER118C,YOR311C
YDL145C,YIL147C
YIL117C,YLR295C
YGR060W,YJL129C
YGR060W,YOR016C
YGR060W,YPR028W
YLR295C,YNL194C
YLR295C,YMR177W
YOR037W,YDL199C
YBR014C,YBR288C
YPR028W,YDL015C
YPR028W,YJL196C
YPR028W,YNL048W
YEL063C,YBR036C
YEL063C,YBR110W
YEL063C,YBR159W
YEL063C,YIL016W
YEL063C,YJL091C
YEL063C,YPL227C
YKL146W,YBR159W
YDR456W,YGR216C
YDR456W,YOR125C
YLR080W,YBR159W
YLR411W,YDL015C
YLR373C,YPL060W
YNL326C,YDR414C
YBR021W,YHR042W
YBR069C,YDL015C
YBR293W,YBR159W
YKR088C,YKR050W
YBR180W,YHR042W
YDR331W,YDR276C
YDR331W,YDR343C
YAL022C,YBR159W
YDL015C,YOR016C
YGL137W,YJL130C
YKL212W,YDR276C
YNL101W,YBR159W
YNL101W,YJL196C
YBR159W,YFL048C
YOR016C,YDR297W
YHR110W,YJL196C
YIL125W,YLL006W
YBR221C,YBR044C
YLL006W,YIL070C
YGR220C,YGL064C
YMR117C,YIL128W
YIL144W,YDR311W
YDL178W,YGL061C
YDL165W,YNL315C
YER022W,YDR532C
YER022W,YHR152W
YPR086W,YLR045C
YPR086W,YFL013C
YPR086W,YBR014C
YDR016C,YGL044C
YGL237C,YKR048C
YKR048C,YOL115W
YLL027W,YDL213C
YBR221C,YLR218C
YHR014W,YOR136W
YJR093C,YLR221C
YDL213C,YGL068W
YDR318W,YDL046W
YNL230C,YNL132W
YEL063C,YJL196C
YLR220W,YOR085W
YJR091C,YLR324W
YIL065C,YLR292C
YGR060W,YNL101W
YDL015C,YNL101W
YIL016W,YNL101W
YJL203W,YNR053C
YDL030W,YNR053C
YNL118C,YDR060W
YNR053C,YER029C
YNR053C,YOR308C
YDR382W,YDR060W
YGL195W,YNL132W
YKR059W,YNL132W
YNL004W,YKL139W
YGR054W,YNL132W
YDR170C,YOL086C
YDR170C,YFR009W
YDR142C,YKL060C
YDR142C,YOL055C
YGL095C,YDR321W
YGR254W,YLR309C
YFL016C,YGL137W
YJR117W,YBR293W
YJR117W,YNL101W
YCL063W,YPL005W
YDR410C,YNL101W
YKL146W,YJL062W
YGR174C,YBR293W
YIL124W,YGL137W
YGL054C,YPL132W
YLL050C,YJL005W
YOR181W,YJL100W
YDR129C,YJL052W
YOR348C,YCR045C
YCR009C,YJL052W
YCR009C,YJR009C
YJR009C,YOL062C
YNL094W,YBL106C
YBR234C,YJL052W
YIL047C,YOL132W
YEL063C,YOL132W
YJL052W,YOL062C
YJL052W,YDL225W
YOL132W,YPL274W
YMR153W,YHR190W
YLR155C,YNL070W
YOR266W,YEL019C
YOR176W,YJR042W
YIL035C,YKL082C
YJR022W,YNR053C
YDR174W,YKR092C
YKR092C,YGR280C
YDL213C,YEL055C
YNL132W,YKL139W
YNR017W,YML054C
YMR038C,YJR104C
YML054C,YPL063W
YBR171W,YPL076W
YGL051W,YPL076W
YGL051W,YMR149W
YAR033W,YPL076W
YLR078C,YMR297W
YNL044W,YBR036C
YNL044W,YDR331W
YLR268W,YCL052C
YDR086C,YGR175C
YDL232W,YGL200C
YLR292C,YBR159W
YLR292C,YER026C
YLR292C,YML008C
YGR060W,YGL200C
YGL200C,YDL015C
YGL200C,YDR297W
YGL200C,YHR123W
YGL200C,YPL227C
YGL200C,YNL130C
YOR075W,YHR190W
YOR307C,YDR331W
YAL042W,YML130C
YJR040W,YOR092W
YLL006W,YHR007C
YML130C,YML067C
YIL027C,YBR162W-A
YMR296C,YLR350W
YGR105W,YBR110W
YLR350W,YKL212W
YLR350W,YDR062W
YER087C-B,YBR183W
YML067C,YBR183W
YNL279W,YBR159W
YAR031W,YHR110W
YGR172C,YBR159W
YGL200C,YBR110W
YGL200C,YBR159W
YHR026W,YOR016C
YBR159W,YHR110W
YBR044C,YHR042W
YHR190W,YNL083W
YGR218W,YKL045W
YDR477W,YOL062C
YDR477W,YPL259C
YLR100W,YGL137W
YJL002C,YGL100W
YGR060W,YKR088C
YKL006C-A,YDR331W
YER110C,YIL026C
YIL033C,YBL106C
YJL058C,YLR373C
YGR014W,YEL063C
YDR508C,YLR373C
YLL028W,YAR031W
YLL028W,YAR033W
YLL028W,YGL051W
YAR031W,YBR069C
YAR031W,YCL025C
YGL051W,YBR069C
YGL051W,YEL063C
YGL051W,YMR011W
YGL051W,YGR060W
YGL051W,YMR058W
YGL051W,YPR156C
YER118C,YJL062W
YGR060W,YDR343C
YBR069C,YOL109W
YJL019W,YBR070C
YJR117W,YGL200C
YGL051W,YBR036C
YGL051W,YDR331W
YGL051W,YKR039W
YLR268W,YOR311C
YMR047C,YNL194C
YPR028W,YDR331W
YPR028W,YKL212W
YDR456W,YDR331W
YDR456W,YIL030C
YDR331W,YLR018C
YPL234C,YML067C
YML067C,YBR159W
YBR036C,YHR110W
YBR036C,YLR018C
YBR036C,YOR016C
YJR091C,YIL065C
YJR091C,YGR049W
YLR295C,YIL157C
YER032W,YHR114W
YER032W,YDL161W
YDR171W,YDR488C
YLL028W,YML132W
YPL051W,YER044C
YJL091C,YER087C-B
YBR171W,YPL227C
YLR292C,YKL119C
YDR170C,YBR205W
YPL259C,YPR159W
YJL004C,YER005W
YEL042W,YLR250W
YER032W,YPR032W
YBR044C,YLL041C
YBR044C,YKL141W
YGR172C,YGR177C
YGR060W,YBL040C
YIL016W,YML067C
YMR117C,YOL034W
YCR012W,YNL006W
YDR107C,YDR072C
YER144C,YMR032W
YGR060W,YGR105W
YPL192C,YER031C
YJR117W,YGL075C
YJR117W,YLR018C
YOR269W,YJR112W
YNL044W,YER005W
YOR327C,YGR247W
YPL111W,YHR114W
YDR285W,YDR510W
YGL170C,YGR218W
YML064C,YPL192C
YMR153W,YMR298W
YGL212W,YOR292C
YGL212W,YJR040W
YBR161W,YJR001W
YDR142C,YIL160C
YHR160C,YIL160C
YGR239C,YIL160C
YLR284C,YGL153W
YNL106C,YPR188C
YIL035C,YNL132W
YGR113W,YPR046W
YLL050C,YBR196C
YGL153W,YOR180C
YGL153W,YDR256C
YDR244W,YML042W
YDR244W,YGL205W
YPR017C,YCL018W
YKL154W,YBR036C
YDR331W,YBL040C
YDR032C,YCR004C
YER172C,YHR156C
YDR101C,YFR031C-A
YAR018C,YML064C
YAR018C,YHR064C
YML064C,YNL331C
YML064C,YLR070C
YML064C,YHR025W
YML064C,YDR502C
YML064C,YPL258C
YNL093W,YPL258C
YKR053C,YDR403W
YDR488C,YPL258C
YPL258C,YNL090W
YLR229C,YMR303C
YCR027C,YKL152C
YML064C,YBR019C
YML064C,YCL018W
YJL005W,YCL018W
YBR133C,YGL187C
YPR037C,YDL100C
YOR190W,YPR033C
YOR381W,YNR019W
YMR215W,YKL154W
YMR215W,YPL234C
YBR058C,YOL132W
YOL132W,YBR159W
YOL132W,YBR183W
YOL132W,YIR022W
YOL132W,YMR274C
YDR380W,YDR038C
YDR488C,YCL018W
YHR123W,YBR295W
YCR002C,YCL018W
YFR040W,YCL018W
YKR055W,YKL216W
YKR055W,YER091C
YKR055W,YBR218C
YKR055W,YJL052W
YKR055W,YJR009C
YHR128W,YDL100C
YMR109W,YKR069W
YOR197W,YER070W
YER081W,YNL054W-B
YLL034C,YLR180W
YOR197W,YNL178W
YOR303W,YNL036W
YNL036W,YOL061W
YDR071C,YBR125C
YDL055C,YFR040W
YNR058W,YDR488C
YHR107C,YER091C
YHR107C,YNR001C
YHR107C,YKL152C
YMR198W,YNR001C
YCL040W,YBR264C
YOR128C,YML064C
YLR328W,YML064C
YGR155W,YML064C
YML064C,YLR284C
YML064C,YPR193C
YML064C,YNR012W
YML064C,YKL035W
YML064C,YHR112C
YML064C,YGL040C
YML064C,YEL066W
YML064C,YBR176W
YML064C,YML078W
YML064C,YMR246W
YML064C,YJL026W
YML064C,YKL010C
YML064C,YKL008C
YML064C,YNR001C
YML064C,YKL152C
YML064C,YER091C
YML064C,YFR053C
YJR009C,YFR040W
YDL137W,YDR007W
YMR109W,YKL152C
YKL196C,YBL039C
YGR060W,YLR343W
YOR089C,YGL062W
YOR089C,YER091C
YDL100C,YJL153C
YGL234W,YCR002C
YJL052W,YFR040W
YFL045C,YLR343W
YLR343W,YDL015C
YLR343W,YIR022W
YKL060C,YCR002C
YKL060C,YFR040W
YBR264C,YKL152C
YBR264C,YFR053C
YDR488C,YBL064C
YDR488C,YKL152C
YER081W,YPL234C
YGR254W,YFR040W
YCR002C,YLR044C
YFR040W,YLR044C
YFR040W,YHR020W
YJL164C,YNL093W
YIL033C,YNL093W
YDL193W,YGL008C
YOR375C,YOR089C
YHR030C,YLR262C
YJL005W,YJL026W
YJL005W,YMR059W
YJL005W,YBR142W
YGL008C,YLR175W
YOR089C,YHR137W
YOR089C,YLR044C
YLR304C,YLR262C
YFR036W,YLL051C
YML064C,YKL067W
YML064C,YDR226W
YML064C,YBL045C
YML064C,YNL071W
YKL011C,YBR278W
YJL141C,YOR197W
YOL133W,YLL034C
YLR447C,YPL152W
YLR447C,YOR239W
YOR136W,YCR002C
YDR488C,YGR254W
YDR488C,YGR180C
YGL229C,YBR196C
YJR009C,YOR089C
YFL038C,YPL061W
YIL066C,YKL011C
YMR205C,YKL011C
YOR089C,YJL052W
YOR089C,YGR094W
YFL018C,YCR002C
YFL018C,YHR107C
YFL018C,YML064C
YIL125W,YML064C
YHR107C,YER178W
YML064C,YOR374W
YML064C,YER178W
YDR503C,YNR074C
YKL154W,YJL196C
YBR295W,YIL030C
YJL005W,YBL038W
YJL005W,YER178W
YFR031C,YOL115W
YEL002C,YPL234C
YMR109W,YGR192C
YPR010C,YLL034C
YOR341W,YLL034C
YPL076W,YKL154W
YHL003C,YOR092W
YCR011C,YBR159W
YKL209C,YIL030C
YMR149W,YKL154W
YGR060W,YKL154W
YKL154W,YDL015C
YKL154W,YDR297W
YER100W,YFL038C
YHR107C,YLR058C
YLR229C,YCL018W
YBR009C,YJL222W
YJR022W,YPR017C
YJR091C,YER114C
YJR091C,YDR533C
YPR017C,YER165W
YER114C,YOR370C
YDL138W,YEL026W
YDL138W,YDR034C
YLR371W,YBR011C
YGL106W,YHR019C
YJL203W,YKR090W
YJR022W,YKR021W
YCL032W,YMR270C
YCL032W,YPR182W
YER146W,YJL084C
YLR098C,YDL239C
YNL084C,YNL103W
YOR239W,YOR172W
YCL032W,YOL123W
YLR403W,YOR370C
YOR370C,YBR264C
YMR108W,YCR009C
YBL026W,YPL115C
YBL026W,YPR032W
YNL138W,YIR001C
YNL244C,YDR353W
YJR076C,YBR072W
YML028W,YOR089C
YML064C,YHR038W
YML064C,YLR192C
YML064C,YER070W
YGR172C,YDR515W
YBR014C,YBR101C
YBR072W,YDL225W
YBR169C,YDL225W
YMR108W,YDR142C
YOL108C,YKL135C
YJR022W,YIL173W
YJR022W,YOL031C
YPL259C,YDR099W
YDR142C,YBR072W
