source,target
YOR206W,YHR088W
YOR206W,YKL082C
YOR206W,YDR312W
YOR206W,YDR412W
YOR206W,YOR294W
YOR206W,YPL043W
YOR206W,YNL002C
YOR206W,YOR272W
YOR206W,YKL172W
YOR206W,YMR290C
YOR206W,YCL054W
YOR206W,YDL031W
YOR206W,YAL025C
YNR053C,YOL077C
YNR053C,YPL146C
YNR053C,YPL211W
YNR053C,YPL131W
YNR053C,YPL143W
YNR053C,YOR294W
YNR053C,YPL093W
YNR053C,YOR252W
YNR053C,YOR272W
YNR053C,YOL127W
YNR053C,YOR063W
YNR053C,YNL182C
YNR053C,YNL224C
YNR053C,YNL001W
YNR053C,YNL002C
YNR053C,YLR029C
YNR053C,YLR106C
YNR053C,YJR024C
YNR053C,YLR009W
YNR053C,YHR088W
YNR053C,YIL096C
YNR053C,YGL030W
YNR053C,YGR245C
YNR053C,YDR412W
YNR053C,YFL034C-A
YNR053C,YCL054W
YNR053C,YCR072C
YNR053C,YAL025C
YNL061W,YNL175C
YNL061W,YLR074C
YNL061W,YLR106C
YNL061W,YHR197W
YNL061W,YIL096C
YNL061W,YPR143W
YNL061W,YPR169W
YNL061W,YPL146C
YNL061W,YPL211W
YNL061W,YPL043W
YNL061W,YPL093W
YNL061W,YOR272W
YNL061W,YOR294W
YNL061W,YOL144W
YNL061W,YOR206W
YNL061W,YOL041C
YNL061W,YOL077C
YNL061W,YNL110C
YNL061W,YNR053C
YNL061W,YMR290C
YNL061W,YNL002C
YNL061W,YLR009W
YNL061W,YLR276C
YNL061W,YKL082C
YNL061W,YKL172W
YNL061W,YHR088W
YNL061W,YJR024C
YNL061W,YDR312W
YNL061W,YHR079C
YNL061W,YCL054W
YNL061W,YDL031W
YNL061W,YAL025C
YNL110C,YPR169W
YNL110C,YPL211W
YNL110C,YPR143W
YNL110C,YPL138C
YNL110C,YPL146C
YNL110C,YPL043W
YNL110C,YPL093W
YNL110C,YOR272W
YNL110C,YOR294W
YNL110C,YOL077C
YNL110C,YOR206W
YNL110C,YNR053C
YNL110C,YOL041C
YNL110C,YNL002C
YNL110C,YNL182C
YNL110C,YLR397C
YNL110C,YMR290C
YNL110C,YLR196W
YNL110C,YLR276C
YNL110C,YLR009W
YNL110C,YLR106C
YNL110C,YKL082C
YNL110C,YKL172W
YNL110C,YHR197W
YNL110C,YIL096C
YNL110C,YHR085W
YNL110C,YHR088W
YNL110C,YCR072C
YNL110C,YDL031W
YNL110C,YBR142W
YNL110C,YCL054W
YNL110C,YAL025C
YNL002C,YOR294W
YNL002C,YLR397C
YNL002C,YNL182C
YNL002C,YIL096C
YNL002C,YLR106C
YNL002C,YCR072C
YNL002C,YHR085W
YNL022C,YPL211W
YNL022C,YOR294W
YNL022C,YPL093W
YNL022C,YOR206W
YNL022C,YOR272W
YNL022C,YNL061W
YNL022C,YNL110C
YNL022C,YHR088W
YNL022C,YNL002C
YNL022C,YCL054W
YNL022C,YDL031W
YNL022C,YGR027W-A
YMR049C,YPR143W
YMR049C,YPR169W
YMR049C,YPL093W
YMR049C,YPL211W
YMR049C,YOR294W
YMR049C,YPL043W
YMR049C,YOR206W
YMR049C,YOR272W
YMR049C,YOL041C
YMR049C,YOL077C
YMR049C,YNL175C
YMR049C,YNR053C
YMR049C,YNL061W
YMR049C,YNL110C
YMR049C,YNL002C
YMR049C,YNL022C
YMR049C,YLR276C
YMR049C,YMR290C
YMR049C,YLR009W
YMR049C,YLR106C
YMR049C,YKL082C
YMR049C,YKL172W
YMR049C,YHR088W
YMR049C,YHR197W
YMR049C,YDL031W
YMR049C,YDR312W
YMR049C,YAL025C
YMR049C,YCL054W
YMR049C,YKL190W
YMR049C,YOR048C
YMR049C,YBR276C
YMR290C,YNL002C
YMR290C,YOR294W
YMR290C,YDR312W
YMR290C,YDR412W
YLR397C,YNL182C
YLR397C,YNR053C
YLR397C,YCR072C
YLR449W,YPR143W
YLR449W,YOR206W
YLR449W,YPL043W
YLR449W,YNL175C
YLR449W,YOL077C
YLR449W,YLR455W
YLR449W,YMR290C
YLR449W,YKL172W
YLR449W,YLR276C
YLR449W,YAL025C
YLR449W,YKL082C
YLR449W,YPL211W
YLR449W,YPR169W
YLR449W,YPL093W
YLR449W,YPL146C
YLR449W,YOR272W
YLR449W,YOR294W
YLR449W,YNL061W
YLR449W,YNL110C
YLR449W,YNL002C
YLR449W,YMR049C
YLR449W,YMR131C
YLR449W,YLR009W
YLR449W,YML074C
YLR449W,YDL031W
YLR449W,YHR088W
YLR449W,YBR010W
YLR449W,YCL054W
YLR074C,YPL146C
YLR074C,YOR294W
YLR074C,YPL093W
YLR074C,YNR053C
YLR074C,YOR252W
YLR074C,YNL110C
YLR074C,YNL182C
YLR074C,YLR397C
YLR074C,YNL002C
YLR074C,YLR009W
YLR074C,YLR106C
YLR074C,YCR072C
YLR074C,YGR245C
YLR106C,YNL182C
YLR106C,YCR072C
YLR106C,YLR397C
YLR106C,YNR002C
YKL172W,YOR294W
YKL172W,YNL022C
YKL172W,YOL080C
YKL172W,YMR290C
YKL172W,YNL002C
YKL172W,YLR009W
YKL172W,YLR276C
YKL172W,YDR412W
YKL172W,YKR024C
YKL172W,YCR016W
YLR009W,YNL182C
YLR009W,YOR294W
YLR009W,YMR290C
YLR009W,YNL002C
YLR009W,YLR106C
YLR009W,YLR397C
YLR009W,YDR412W
YLR009W,YIL096C
YLR009W,YCR072C
YIL096C,YLR397C
YIL096C,YLR074C
YIL096C,YLR106C
YIL096C,YCR072C
YKL009W,YLR185W
YKL009W,YPR143W
YKL009W,YPR169W
YKL009W,YPL146C
YKL009W,YPL211W
YKL009W,YPL093W
YKL009W,YPL143W
YKL009W,YOR294W
YKL009W,YPL043W
YKL009W,YOR252W
YKL009W,YOR272W
YKL009W,YOL080C
YKL009W,YOR206W
YKL009W,YOL041C
YKL009W,YOL077C
YKL009W,YNL182C
YKL009W,YNR053C
YKL009W,YNL110C
YKL009W,YNL175C
YKL009W,YNL061W
YKL009W,YNL002C
YKL009W,YNL022C
YKL009W,YMR131C
YKL009W,YMR290C
YKL009W,YML074C
YKL009W,YMR049C
YKL009W,YLR397C
YKL009W,YLR449W
YKL009W,YLR196W
YKL009W,YLR276C
YKL009W,YLR074C
YKL009W,YLR106C
YKL009W,YLR002C
YKL009W,YLR009W
YKL009W,YKR081C
YKL009W,YLL008W
YKL009W,YKL172W
YKL009W,YKR024C
YKL009W,YKL021C
YKL009W,YKL082C
YKL009W,YHR170W
YKL009W,YIL096C
YKL009W,YGR270W
YKL009W,YHR088W
YKL009W,YDR412W
YKL009W,YGR245C
YKL009W,YCR072C
YKL009W,YDL031W
YKL009W,YBR009C
YKL009W,YCL054W
YKL009W,YAL025C
YHR085W,YLR397C
YHR085W,YPL146C
YHR085W,YIL096C
YHR085W,YNR053C
YHR085W,YPL093W
YHR085W,YLR106C
YHR085W,YNL182C
YHR085W,YLR009W
YHR085W,YLR074C
YHR085W,YKL009W
YHR085W,YKL190W
YHR085W,YJL122W
YHR085W,YJR024C
YHR085W,YGR245C
YHR085W,YHR197W
YHR085W,YCR072C
YHR197W,YIL096C
YHR197W,YPL093W
YHR197W,YPL146C
YHR197W,YNL182C
YHR197W,YNR053C
YHR197W,YLR397C
YHR197W,YNL002C
YHR197W,YLR074C
YHR197W,YLR106C
YHR197W,YKL009W
YHR197W,YLR009W
YHR197W,YGR245C
YHR197W,YJL122W
YHR197W,YCR072C
YGR103W,YLR276C
YGR103W,YNL175C
YGR103W,YIL096C
YGR103W,YLR106C
YGR103W,YPR143W
YGR103W,YPR169W
YGR103W,YPL146C
YGR103W,YPL211W
YGR103W,YPL043W
YGR103W,YPL093W
YGR103W,YOR272W
YGR103W,YOR294W
YGR103W,YOL077C
YGR103W,YOR206W
YGR103W,YNR053C
YGR103W,YOL041C
YGR103W,YNL110C
YGR103W,YNL182C
YGR103W,YNL022C
YGR103W,YNL061W
YGR103W,YMR290C
YGR103W,YNL002C
YGR103W,YML074C
YGR103W,YMR049C
YGR103W,YLR397C
YGR103W,YLR449W
YGR103W,YLR009W
YGR103W,YLR074C
YGR103W,YLL008W
YGR103W,YLR002C
YGR103W,YKL172W
YGR103W,YKR081C
YGR103W,YKL021C
YGR103W,YKL082C
YGR103W,YJL122W
YGR103W,YKL009W
YGR103W,YHR088W
YGR103W,YHR197W
YGR103W,YHR079C
YGR103W,YHR085W
YGR103W,YHR052W
YGR103W,YHR066W
YGR103W,YDR412W
YGR103W,YGR245C
YGR103W,YDL031W
YGR103W,YDR312W
YGR103W,YCR002C
YGR103W,YCR072C
YGR103W,YBR010W
YGR103W,YCL054W
YGR103W,YAL025C
YHR052W,YNL175C
YHR052W,YPR143W
YHR052W,YPR169W
YHR052W,YPL146C
YHR052W,YPL211W
YHR052W,YPL043W
YHR052W,YPL093W
YHR052W,YOR272W
YHR052W,YOR294W
YHR052W,YOL080C
YHR052W,YOR206W
YHR052W,YOL041C
YHR052W,YOL077C
YHR052W,YNL182C
YHR052W,YNR053C
YHR052W,YNL061W
YHR052W,YNL110C
YHR052W,YNL002C
YHR052W,YNL022C
YHR052W,YMR229C
YHR052W,YMR290C
YHR052W,YMR049C
YHR052W,YMR131C
YHR052W,YML074C
YHR052W,YML107C
YHR052W,YLR397C
YHR052W,YLR449W
YHR052W,YLR196W
YHR052W,YLR276C
YHR052W,YLR074C
YHR052W,YLR106C
YHR052W,YLR002C
YHR052W,YLR009W
YHR052W,YKR081C
YHR052W,YLL008W
YHR052W,YKL172W
YHR052W,YKR024C
YHR052W,YKL021C
YHR052W,YKL082C
YHR052W,YJL122W
YHR052W,YKL009W
YHR052W,YHR197W
YHR052W,YIL096C
YHR052W,YHR085W
YHR052W,YHR088W
YHR052W,YGR270W
YHR052W,YHR066W
YHR052W,YDL031W
YHR052W,YGR245C
YHR052W,YCL054W
YHR052W,YCR072C
YHR052W,YAL025C
YHR052W,YBR010W
YER126C,YPR143W
YER126C,YPR169W
YER126C,YPL093W
YER126C,YPL211W
YER126C,YOR294W
YER126C,YPL043W
YER126C,YOR252W
YER126C,YOR272W
YER126C,YOL077C
YER126C,YOR206W
YER126C,YNR053C
YER126C,YOL041C
YER126C,YNL175C
YER126C,YNL182C
YER126C,YNL061W
YER126C,YNL110C
YER126C,YNL002C
YER126C,YNL022C
YER126C,YMR049C
YER126C,YMR290C
YER126C,YLR449W
YER126C,YML074C
YER126C,YLR106C
YER126C,YLR397C
YER126C,YLR009W
YER126C,YLR074C
YER126C,YLL008W
YER126C,YLR002C
YER126C,YKL172W
YER126C,YKR081C
YER126C,YKL009W
YER126C,YKL082C
YER126C,YIL096C
YER126C,YJL122W
YER126C,YHR088W
YER126C,YHR197W
YER126C,YHR066W
YER126C,YHR085W
YER126C,YGR103W
YER126C,YHR052W
YER126C,YFR001W
YER126C,YGL111W
YER126C,YDL031W
YER126C,YFL002C
YER126C,YCL054W
YER126C,YCR072C
YER126C,YPL146C
YER126C,YAL025C
YER126C,YPL081W
YER126C,YPL090C
YER126C,YOR096W
YER126C,YOR369C
YER126C,YOL040C
YER126C,YOL121C
YER126C,YNL302C
YER126C,YNR051C
YER126C,YNL178W
YER126C,YNL207W
YER126C,YMR261C
YER126C,YNL096C
YER126C,YMR143W
YER126C,YMR205C
YER126C,YMR072W
YER126C,YMR116C
YER126C,YML100W
YER126C,YMR012W
YER126C,YML024W
YER126C,YML063W
YER126C,YLR441C
YER126C,YML017W
YER126C,YLR287C-A
YER126C,YLR388W
YER126C,YLR150W
YER126C,YLR264W
YER126C,YKL156W
YER126C,YLR048W
YER126C,YJR123W
YER126C,YJR145C
YER126C,YJL136C
YER126C,YJL190C
YER126C,YHL013C
YER126C,YHL015W
YER126C,YGR118W
YER126C,YGR214W
YER126C,YGL123W
YER126C,YGR027C
YER126C,YER074W
YER126C,YER131W
YER126C,YDR117C
YER126C,YDR450W
YER126C,YDR025W
YER126C,YDR064W
YER126C,YDL040C
YER126C,YDL061C
YER126C,YBR189W
YER126C,YCR031C
YER126C,YBL072C
YER126C,YBR084W
YFL002C,YPL211W
YFL002C,YOR294W
YFL002C,YPL093W
YFL002C,YOR206W
YFL002C,YOR272W
YFL002C,YNL110C
YFL002C,YOL077C
YFL002C,YNL002C
YFL002C,YNL061W
YFL002C,YMR049C
YFL002C,YMR290C
YFL002C,YLR009W
YFL002C,YLR449W
YFL002C,YKR081C
YFL002C,YLR002C
YFL002C,YKL009W
YFL002C,YKL172W
YFL002C,YHR052W
YFL002C,YHR079C
YFL002C,YGR070W
YFL002C,YGR103W
YFL002C,YCL054W
YFL002C,YFR001W
YER002W,YNL175C
YER002W,YMR131C
YER002W,YNL022C
YER002W,YPR143W
YER002W,YPR169W
YER002W,YPL093W
YER002W,YPL211W
YER002W,YOR294W
YER002W,YPL043W
YER002W,YOR206W
YER002W,YOR272W
YER002W,YOL041C
YER002W,YOL077C
YER002W,YNL061W
YER002W,YNL110C
YER002W,YMR290C
YER002W,YNL002C
YER002W,YML074C
YER002W,YMR049C
YER002W,YLR276C
YER002W,YLR449W
YER002W,YLR002C
YER002W,YLR009W
YER002W,YKR081C
YER002W,YLL008W
YER002W,YKL082C
YER002W,YKL172W
YER002W,YKL009W
YER002W,YKL021C
YER002W,YHR066W
YER002W,YHR088W
YER002W,YGR103W
YER002W,YHR052W
YER002W,YFR001W
YER002W,YGL111W
YER002W,YER126C
YER002W,YFL002C
YER002W,YDR412W
YER002W,YER006W
YER002W,YCL054W
YER002W,YDL031W
YER002W,YAL025C
YER006W,YOL041C
YER006W,YPL043W
YER006W,YKL021C
YER006W,YNL175C
YER006W,YPR169W
YER006W,YHR170W
YER006W,YPL211W
YER006W,YPR143W
YER006W,YPL093W
YER006W,YPL146C
YER006W,YOR272W
YER006W,YOR294W
YER006W,YOR206W
YER006W,YOR252W
YER006W,YNR053C
YER006W,YOL077C
YER006W,YNL110C
YER006W,YNL182C
YER006W,YNL022C
YER006W,YNL061W
YER006W,YMR290C
YER006W,YNL002C
YER006W,YMR049C
YER006W,YMR131C
YER006W,YLR455W
YER006W,YML074C
YER006W,YLR397C
YER006W,YLR449W
YER006W,YLR074C
YER006W,YLR106C
YER006W,YLR009W
YER006W,YLR061W
YER006W,YLL008W
YER006W,YLR002C
YER006W,YKL172W
YER006W,YKR081C
YER006W,YKL009W
YER006W,YKL082C
YER006W,YIL096C
YER006W,YJL122W
YER006W,YHR088W
YER006W,YHR197W
YER006W,YHR066W
YER006W,YHR085W
YER006W,YGR245C
YER006W,YHR052W
YER006W,YGL111W
YER006W,YGR103W
YER006W,YFL002C
YER006W,YFR001W
YER006W,YDL031W
YER006W,YER126C
YER006W,YCL054W
YER006W,YCR072C
YER006W,YAL025C
YDR412W,YPL211W
YDR412W,YNL002C
YDR412W,YNL110C
YDR412W,YHR052W
YDR412W,YMR049C
YDR412W,YOR294W
YDR412W,YPL146C
YDR412W,YLR449W
YDR412W,YNL061W
YDR412W,YKR081C
YDR412W,YLR002C
YDR412W,YER126C
YDR412W,YFL002C
YDR412W,YCL054W
YDR412W,YER006W
YBL028C,YPR169W
YBL028C,YPL146C
YBL028C,YPL211W
YBL028C,YOR294W
YBL028C,YPL093W
YBL028C,YOR252W
YBL028C,YOR272W
YBL028C,YOL077C
YBL028C,YOR206W
YBL028C,YNL182C
YBL028C,YNR053C
YBL028C,YNL061W
YBL028C,YNL110C
YBL028C,YNL002C
YBL028C,YNL022C
YBL028C,YMR049C
YBL028C,YMR290C
YBL028C,YLR449W
YBL028C,YML074C
YBL028C,YLR185W
YBL028C,YLR397C
YBL028C,YLR074C
YBL028C,YLR106C
YBL028C,YLR002C
YBL028C,YLR009W
YBL028C,YKR081C
YBL028C,YLL008W
YBL028C,YKL009W
YBL028C,YKL172W
YBL028C,YIL096C
YBL028C,YJL122W
YBL028C,YHR088W
YBL028C,YHR197W
YBL028C,YHR052W
YBL028C,YHR085W
YBL028C,YGR103W
YBL028C,YGR245C
YBL028C,YFR001W
YBL028C,YGL111W
YBL028C,YFL002C
YBL028C,YFL034C-A
YBL028C,YER006W
YBL028C,YER126C
YBL028C,YDR496C
YBL028C,YER002W
YBL028C,YDR101C
YBL028C,YDR412W
YBL028C,YCR072C
YBL028C,YDL031W
YBL028C,YAL025C
YBL028C,YCL054W
YAL025C,YNL002C
YAL025C,YOR294W
YAL025C,YLR276C
YAL025C,YMR290C
YAL025C,YKL172W
YAL025C,YLR009W
YAL025C,YHR088W
YAL025C,YKL082C
YAL025C,YDR412W
YAL025C,YFL002C
YAL025C,YDL031W
YAL025C,YDR312W
YAL025C,YCL054W
YPR191W,YKL148C
YPR191W,YMR203W
YPR191W,YHR003C
YPR191W,YKL016C
YPR191W,YBL030C
YPR191W,YGR012W
YPR191W,YCL057C-A
YPR191W,YGL191W
YOL039W,YPL143W
YOL039W,YPL249C-A
YOL039W,YPL127C
YOL039W,YPL131W
YOL039W,YPL009C
YOL039W,YPL079W
YOL039W,YOL127W
YOL039W,YOR063W
YOL039W,YNL069C
YOL039W,YNL227C
YOL039W,YLR340W
YOL039W,YNL067W
YOL039W,YJL189W
YOL039W,YLR029C
YOL039W,YGL103W
YOL039W,YGL205W
YOL039W,YGL013C
YOL039W,YGL030W
YOL039W,YDL075W
YOL039W,YDR333C
YOL039W,YAL059W
YOL039W,YBL092W
YPL127C,YPL249C-A
YPL127C,YPL131W
YPL127C,YPL143W
YPL127C,YNL069C
YPL127C,YOL127W
YPL127C,YLR340W
YPL127C,YLR406C
YPL127C,YDL075W
YPL127C,YLR029C
YPL127C,YOR095C
YPL127C,YPR008W
YNL091W,YER099C
YNL091W,YNL164C
YML081W,YER099C
YKR024C,YNL061W
YKR024C,YGL099W
YLR038C,YPR191W
YLR038C,YOR065W
YLR038C,YPL078C
YLR038C,YNL055C
YLR038C,YNR018W
YLR038C,YMR089C
YLR038C,YNL052W
YLR038C,YHR003C
YLR038C,YLR356W
YLR038C,YGL191W
YJL122W,YPL249C-A
YJL122W,YLR387C
YJL122W,YPL143W
YJL122W,YPL146C
YJL122W,YOR294W
YJL122W,YPL093W
YJL122W,YNR053C
YJL122W,YOR252W
YJL122W,YNL110C
YJL122W,YNL182C
YJL122W,YLR397C
YJL122W,YNL002C
YJL122W,YLR106C
YJL122W,YLR185W
YJL122W,YLR009W
YJL122W,YLR074C
YJL122W,YKL009W
YJL122W,YKR081C
YJL122W,YIL096C
YJL122W,YJL189W
YJL122W,YCR072C
YJL122W,YGR245C
YJL122W,YAL059W
YJL122W,YCL054W
YKR016W,YPR191W
YKR016W,YNR018W
YKR016W,YPL078C
YKR016W,YNL055C
YKR016W,YNL131W
YKR016W,YMR241W
YKR016W,YNL052W
YKR016W,YMR089C
YKR016W,YMR203W
YKR016W,YLR038C
YKR016W,YLR356W
YKR016W,YCL044C
YKR016W,YGL191W
YKR016W,YBL030C
YHR170W,YPL093W
YHR170W,YPL249C-A
YHR170W,YLR387C
YHR170W,YOR252W
YHR170W,YJL122W
YHR170W,YLR074C
YHR170W,YGL031C
YHR170W,YIR026C
YHR170W,YAL059W
YHR170W,YDR333C
YHR051W,YPL078C
YHR051W,YNL131W
YHR051W,YOR065W
YHR051W,YMR241W
YHR051W,YNL055C
YHR051W,YMR089C
YHR051W,YMR203W
YHR051W,YLL041C
YHR051W,YLR356W
YHR051W,YKL148C
YHR051W,YKR016W
YHR051W,YJR121W
YHR051W,YKL016C
YHR051W,YPR191W
YHR051W,YBL030C
YHR051W,YNR018W
YHR051W,YOL145C
YHR051W,YLR038C
YHR051W,YNL052W
YHR051W,YIL111W
YHR051W,YJL166W
YHR051W,YGL191W
YHR051W,YGL226W
YHR051W,YDL067C
YHR051W,YGL057C
YHR127W,YOR116C
YHR003C,YMR198W
YHR003C,YNL055C
YHR003C,YKR016W
YHR003C,YLR356W
YHR003C,YAL010C
YHR003C,YKL027W
YGR132C,YPL078C
YGR132C,YPR191W
YGR132C,YNR018W
YGR132C,YOR271C
YGR132C,YNL055C
YGR132C,YNL131W
YGR132C,YMR203W
YGR132C,YNL052W
YGR132C,YLR356W
YGR132C,YMR089C
YGR132C,YKR016W
YGR132C,YLR038C
YGR132C,YIL111W
YGR132C,YJL166W
YGR132C,YHR003C
YGR132C,YHR051W
YGR132C,YGR231C
YGR132C,YHR001W-A
YGR132C,YCL044C
YGR132C,YGL191W
YGR132C,YOR101W
YHL001W,YPR043W
YHL001W,YPR102C
YHL001W,YPL249C-A
YHL001W,YPR008W
YHL001W,YPL143W
YHL001W,YPL220W
YHL001W,YPL127C
YHL001W,YPL131W
YHL001W,YOR091W
YHL001W,YPL079W
YHL001W,YOL127W
YHL001W,YOR063W
YHL001W,YOL039W
YHL001W,YOL120C
YHL001W,YNL091W
YHL001W,YNL162W
YHL001W,YMR242C
YHL001W,YNL069C
YHL001W,YLR406C
YHL001W,YMR072W
YHL001W,YLR287C-A
YHL001W,YLR340W
YHL001W,YLR185W
YHL001W,YLR196W
YHL001W,YLR075W
YHL001W,YLR150W
YHL001W,YLR029C
YHL001W,YLR061W
YHL001W,YKR043C
YHL001W,YLL045C
YHL001W,YKL006W
YHL001W,YKL180W
YHL001W,YJL177W
YHL001W,YJL189W
YHL001W,YHR170W
YHL001W,YIL133C
YHL001W,YHL033C
YHL001W,YHR010W
YHL001W,YGR148C
YHL001W,YGR245C
YHL001W,YGL205W
YHL001W,YGR034W
YHL001W,YGL099W
YHL001W,YGL147C
YHL001W,YFR031C-A
YHL001W,YGL076C
YHL001W,YEL054C
